Number_of_Riders,Number_of_Drivers,Location_Category,Number_of_Past_Rides,Average_Ratings,Time_of_Booking,Vehicle_Type,Expected_Ride_Duration,Historical_Cost_of_Ride,demand_multiplier,supply_multiplier,adjusted_ride_cost,profit_percentage,Loyalty_Gold,Loyalty_Regular,Loyalty_Silver
64,45,Rural,22,3.96,Night,Premium,118,404.6018875393623,1.6,0.8444444444444444,404.6018875393623,0.0,1,0,0
91,29,Urban,82,3.73,Afternoon,Premium,90,446.81702579708536,1.123456790123457,1.3103448275862069,657.766400683832,47.211579395487455,0,1,0
91,53,Suburban,67,4.56,Night,Economy,50,158.1067231747087,1.123456790123457,0.7169811320754716,142.10085737183698,-10.123456790123436,1,0,0
69,37,Suburban,47,4.39,Evening,Premium,60,284.2362895344896,1.725,1.027027027027027,503.55915618880516,77.16216216216216,0,1,0
71,61,Suburban,79,3.85,Afternoon,Economy,147,591.2989763287625,1.775,0.6229508196721312,839.6445463868426,41.999999999999986,0,1,0
38,7,Rural,28,3.85,Evening,Economy,12,36.00027803358747,0.95,1.5714285714285714,53.74327220728414,49.28571428571426,0,0,1
100,32,Suburban,67,3.94,Evening,Premium,162,581.1370845965885,1.2345679012345678,1.1875,851.975664146233,46.60493827160493,0,1,0
65,51,Suburban,97,4.81,Night,Premium,144,588.1367698544636,1.625,0.7450980392156863,588.1367698544636,0.0,1,0,0
73,38,Urban,91,4.23,Evening,Premium,86,400.2673330229722,1.825,1.0,730.4878827669243,82.5,0,1,0
56,25,Suburban,87,3.73,Evening,Premium,172,575.4102708388258,1.4,1.52,1224.4730563450212,112.79999999999998,0,1,0
75,55,Rural,80,4.7,Morning,Economy,69,190.9788526811355,1.875,0.6909090909090909,190.9788526811355,0.0,0,0,1
97,21,Urban,43,3.79,Afternoon,Premium,106,398.1593839328215,1.1975308641975309,1.8095238095238095,862.7957020437274,116.69606114050559,0,1,0
94,71,Rural,48,4.73,Night,Premium,169,770.8733244527833,1.1604938271604939,0.5352112676056338,715.674987640115,-7.160493827160481,0,1,0
53,22,Urban,28,4.99,Afternoon,Premium,64,211.0820229741896,1.325,1.7272727272727273,211.0820229741896,0.0,0,0,1
81,8,Rural,78,4.8,Afternoon,Premium,141,618.4288567281086,2.025,1.375,618.4288567281086,0.0,0,0,1
47,34,Rural,87,3.53,Morning,Premium,170,739.2271199769044,1.175,1.1176470588235294,970.7791443226113,31.32352941176471,0,0,1
80,48,Suburban,13,4.44,Night,Economy,35,128.7410738814351,2.0,0.7916666666666666,205.9857182102962,60.00000000000001,0,1,0
75,55,Rural,54,4.73,Night,Premium,145,584.4917299915722,1.875,0.6909090909090909,584.4917299915722,0.0,1,0,0
89,12,Urban,42,4.73,Afternoon,Economy,102,328.31398217312767,1.0987654320987654,3.1666666666666665,328.31398217312767,0.0,0,0,1
30,13,Rural,8,4.1,Afternoon,Economy,94,274.6803754439265,0.75,2.923076923076923,274.6803754439265,0.0,1,0,0
64,5,Rural,91,4.34,Evening,Premium,21,108.2430435427408,1.6,2.2,108.2430435427408,0.0,1,0,0
55,29,Suburban,92,4.85,Morning,Economy,44,181.78093960037765,1.375,1.3103448275862069,181.78093960037765,0.0,1,0,0
94,76,Suburban,26,4.7,Morning,Premium,94,405.317954516569,1.1604938271604939,0.5,376.29518740303695,-7.1604938271604786,1,0,0
53,28,Urban,6,3.67,Evening,Economy,178,775.7916851510323,1.325,1.3571428571428572,775.7916851510323,0.0,1,0,0
29,7,Suburban,68,3.98,Morning,Economy,114,289.1296809487768,0.725,1.5714285714285714,363.477313192748,25.71428571428572,0,1,0
29,17,Urban,76,3.61,Morning,Economy,166,674.132847635612,0.725,2.235294117647059,1205.5081510660357,78.82352941176471,0,0,1
75,42,Suburban,38,4.25,Afternoon,Economy,146,479.11995337350106,1.875,0.9047619047619048,812.7927780443322,69.64285714285715,0,0,1
74,53,Suburban,60,3.93,Night,Economy,162,676.4404324115253,1.85,0.7169811320754716,1001.1318399690576,48.00000000000003,0,1,0
89,75,Urban,10,4.91,Evening,Economy,16,54.44953818628992,1.0987654320987654,0.5066666666666667,47.861816282269665,-12.098765432098753,0,0,1
29,13,Suburban,44,4.29,Evening,Premium,87,267.7404170012178,0.725,2.923076923076923,267.7404170012178,0.0,1,0,0
40,20,Rural,45,4.42,Evening,Premium,130,445.4842486108808,1.0,1.9,846.4200723606734,89.99999999999999,0,0,1
79,11,Urban,1,4.35,Night,Premium,45,210.25675967194184,1.975,1.0,415.25710035208516,97.50000000000001,0,1,0
98,87,Urban,87,4.28,Afternoon,Premium,170,603.8458024755097,1.2098765432098766,0.4367816091954023,584.4630977046909,-3.2098765432098726,1,0,0
95,76,Urban,74,4.39,Night,Economy,118,464.9915827255092,1.1728395061728396,0.5,436.2883986066507,-6.172839506172826,0,1,0
79,13,Rural,67,4.05,Evening,Premium,151,514.9363491532515,1.975,2.923076923076923,514.9363491532515,0.0,1,0,0
38,22,Suburban,18,4.17,Night,Premium,121,450.5387531372676,0.95,1.7272727272727273,739.2931358297891,64.0909090909091,0,1,0
83,41,Suburban,48,3.64,Evening,Economy,176,741.3443926126964,1.0246913580246915,0.926829268292683,704.0651051792969,-5.0286058416139525,0,0,1
59,24,Suburban,40,4.0,Afternoon,Premium,147,631.6312970255759,1.475,1.5833333333333333,1475.1222582618138,133.54166666666666,0,1,0
51,11,Suburban,72,3.62,Afternoon,Economy,16,71.21364105240121,1.275,1.0,90.79739234181154,27.499999999999996,0,1,0
64,46,Rural,51,5.0,Evening,Premium,29,144.60138253530263,1.6,0.8260869565217391,144.60138253530263,0.0,0,0,1
30,6,Rural,93,3.81,Evening,Economy,129,505.92196882791006,0.75,1.8333333333333333,742.0188876142681,46.66666666666667,0,1,0
60,15,Suburban,95,4.84,Afternoon,Economy,180,726.3339146351499,1.5,2.533333333333333,726.3339146351499,0.0,0,1,0
75,51,Rural,17,4.83,Afternoon,Premium,79,283.4132787585248,1.875,0.7450980392156863,283.4132787585248,0.0,0,1,0
25,15,Suburban,88,4.68,Afternoon,Premium,31,148.18648820169864,0.625,2.533333333333333,148.18648820169864,0.0,0,1,0
46,31,Suburban,67,3.53,Morning,Economy,61,158.59209307103367,1.15,1.2258064516129032,158.59209307103367,0.0,1,0,0
48,11,Urban,86,3.55,Night,Economy,15,57.89462608061131,1.2,1.0,69.47355129673358,20.000000000000004,0,1,0
51,6,Rural,64,4.57,Morning,Economy,34,142.5577269374603,1.275,1.8333333333333333,142.5577269374603,0.0,1,0,0
68,23,Suburban,96,4.77,Morning,Economy,105,359.128113102171,1.7,1.6521739130434783,359.128113102171,0.0,1,0,0
89,8,Suburban,18,3.83,Morning,Economy,121,407.5520587692045,1.0987654320987654,1.375,615.7306566898939,51.080246913580254,0,0,1
84,55,Suburban,1,4.47,Afternoon,Economy,146,487.3991192361553,1.037037037037037,0.6909090909090909,404.3607507736992,-17.03703703703704,0,1,0
50,8,Rural,25,3.8,Evening,Premium,13,89.61312852216915,1.25,1.375,154.02256464747822,71.875,0,1,0
99,40,Urban,26,4.83,Evening,Premium,151,510.6580782397596,1.2222222222222223,0.95,510.6580782397596,0.0,1,0,0
21,9,Urban,91,4.82,Morning,Economy,47,171.6271185714875,0.525,1.2222222222222223,167.81318260323224,-2.222222222222215,1,0,0
53,19,Suburban,54,3.84,Evening,Economy,132,520.5653406452625,1.325,2.0,1379.4981527099455,165.0,0,0,1
60,16,Urban,68,4.23,Night,Economy,108,458.096326804516,1.5,2.375,458.096326804516,0.0,1,0,0
32,22,Suburban,9,4.68,Night,Premium,135,530.1491563778454,0.8,1.7272727272727273,530.1491563778454,0.0,0,0,1
51,25,Rural,21,4.43,Evening,Premium,38,200.2582591219043,1.275,1.52,388.10050617825055,93.80000000000001,0,1,0
22,5,Urban,75,4.39,Night,Premium,19,128.0167601925525,0.55,2.2,225.30949793889243,76.00000000000001,0,1,0
21,7,Rural,6,4.96,Afternoon,Premium,180,836.1164185613576,0.525,1.5714285714285714,836.1164185613576,0.0,0,1,0
55,21,Rural,49,4.59,Morning,Economy,111,471.0890518884983,1.375,1.8095238095238095,471.0890518884983,0.0,0,0,1
42,31,Rural,32,4.75,Night,Economy,12,50.6401755820817,1.05,1.2258064516129032,50.6401755820817,0.0,1,0,0
86,26,Rural,31,3.69,Afternoon,Economy,85,263.1611767019543,1.0617283950617284,1.4615384615384615,408.3621678357011,55.175688509021825,0,0,1
48,18,Rural,60,4.47,Afternoon,Premium,124,524.1655595085831,1.2,2.111111111111111,1327.8860840884104,153.3333333333333,0,0,1
82,65,Urban,43,4.8,Night,Premium,112,330.2265438250878,1.0123456790123457,0.5846153846153846,267.44273178920696,-19.012345679012327,1,0,0
63,48,Rural,88,4.09,Morning,Economy,70,212.7407519371268,1.575,0.7916666666666666,268.05334744077976,26.0,0,1,0
44,24,Urban,83,3.61,Night,Economy,13,48.92895253547415,1.1,1.5833333333333333,85.21792566595082,74.16666666666667,0,1,0
39,18,Suburban,78,4.21,Afternoon,Economy,165,734.3951190125542,0.975,2.111111111111111,734.3951190125542,0.0,1,0,0
23,7,Rural,98,4.35,Morning,Economy,76,281.33950234360725,0.575,1.5714285714285714,281.33950234360725,0.0,1,0,0
31,7,Rural,27,4.73,Morning,Premium,141,476.28985780068655,0.775,1.5714285714285714,476.28985780068655,0.0,0,0,1
44,7,Rural,55,3.66,Night,Premium,103,490.3421583214189,1.1,1.5714285714285714,847.5914450984527,72.85714285714288,0,1,0
23,5,Urban,92,3.71,Night,Economy,105,363.4447759027239,0.575,2.2,363.4447759027239,0.0,1,0,0
63,46,Urban,36,4.59,Morning,Economy,18,49.83993575677632,1.575,0.8260869565217391,49.83993575677632,0.0,0,0,1
25,15,Urban,15,4.18,Morning,Premium,176,516.8295590439432,0.625,2.533333333333333,516.8295590439432,0.0,1,0,0
27,11,Rural,1,4.34,Night,Economy,99,262.6864663772181,0.675,1.0,210.1491731017745,-19.999999999999993,0,1,0
57,28,Urban,27,4.58,Afternoon,Economy,107,423.5098573724167,1.425,1.3571428571428572,423.5098573724167,0.0,1,0,0
83,26,Suburban,77,3.62,Night,Premium,74,373.975635759196,1.0246913580246915,1.4615384615384615,373.975635759196,0.0,1,0,0
80,5,Suburban,53,3.67,Evening,Premium,48,184.24294467848267,2.0,2.2,810.6689565853238,340.00000000000006,0,1,0
50,40,Rural,61,4.7,Evening,Premium,73,319.11098294212263,1.25,0.95,319.11098294212263,0.0,0,0,1
84,8,Rural,21,4.63,Night,Economy,172,549.2008068168793,1.037037037037037,1.375,549.2008068168793,0.0,1,0,0
90,54,Rural,1,3.59,Afternoon,Premium,87,427.8571629452071,1.1111111111111112,0.7037037037037037,380.31747817351743,-11.11111111111111,0,1,0
28,9,Urban,68,4.82,Evening,Premium,43,164.316390505398,0.7,1.2222222222222223,160.66491516083363,-2.2222222222222068,0,0,1
97,64,Rural,62,3.52,Morning,Premium,152,638.1340201838489,1.1975308641975309,0.59375,611.3481477316873,-4.197530864197535,0,0,1
99,22,Suburban,7,4.4,Morning,Economy,39,131.44358716419623,1.2222222222222223,1.7272727272727273,277.4920173466365,111.11111111111111,0,0,1
96,53,Rural,58,4.28,Afternoon,Economy,21,55.6373707994896,1.1851851851851851,0.7169811320754716,52.75247009136792,-5.185185185185187,0,1,0
88,69,Rural,89,3.6,Evening,Premium,107,467.92749485577286,1.0864197530864197,0.5507246376811594,406.6925387388446,-13.086419753086417,1,0,0
53,17,Rural,78,4.03,Afternoon,Premium,26,120.24719290813758,1.325,2.235294117647059,356.1438919367487,196.1764705882353,0,0,1
28,14,Rural,77,3.58,Afternoon,Economy,98,374.65518279544045,0.7,2.7142857142857144,813.5369683558137,117.14285714285717,0,0,1
59,21,Rural,97,3.6,Afternoon,Premium,67,269.44414015954374,1.475,1.8095238095238095,719.1592407591633,166.90476190476193,0,1,0
50,27,Suburban,100,4.22,Morning,Premium,173,685.6696935694298,1.25,1.4074074074074074,685.6696935694298,0.0,1,0,0
89,8,Urban,40,3.59,Morning,Premium,151,528.0024896243917,1.0987654320987654,1.375,528.0024896243917,0.0,1,0,0
83,34,Urban,96,4.71,Evening,Premium,176,812.0729938599545,1.0246913580246915,1.1176470588235294,812.0729938599545,0.0,0,0,1
73,14,Urban,28,4.31,Evening,Economy,29,118.97305838669006,1.825,2.7142857142857144,118.97305838669006,0.0,1,0,0
76,35,Suburban,8,4.89,Afternoon,Premium,138,406.5899107855241,1.9,1.0857142857142856,406.5899107855241,0.0,0,1,0
56,35,Rural,33,3.97,Morning,Economy,47,134.77582951421903,1.4,1.0857142857142856,204.85926086161288,51.99999999999997,0,0,1
40,20,Rural,11,4.4,Afternoon,Economy,83,343.79851998722387,1.0,1.9,653.2171879757253,89.99999999999999,0,1,0
27,6,Urban,92,3.73,Night,Premium,125,460.2837624776103,0.675,1.8333333333333333,675.0828516338285,46.666666666666664,0,0,1
32,7,Urban,79,4.05,Morning,Economy,83,306.390461217286,0.8,1.5714285714285714,385.17657981601667,25.71428571428572,0,1,0
48,24,Urban,35,4.2,Night,Premium,51,251.4211394087152,1.2,1.5833333333333333,477.70016487655886,90.0,0,0,1
71,41,Urban,31,3.81,Afternoon,Premium,140,614.63671317069,1.775,0.926829268292683,614.63671317069,0.0,1,0,0
53,6,Rural,74,4.12,Night,Economy,76,231.1651667910225,1.325,1.8333333333333333,561.5387176631922,142.91666666666666,0,0,1
87,44,Rural,61,3.87,Evening,Premium,16,117.76366453355408,1.0740740740740742,0.8636363636363636,109.23868545115876,-7.239057239057231,0,0,1
36,16,Urban,82,4.62,Afternoon,Premium,72,253.4912438007839,0.9,2.375,253.4912438007839,0.0,0,1,0
39,20,Rural,71,4.11,Morning,Economy,111,404.5983991889042,0.975,1.9,404.5983991889042,0.0,1,0,0
91,81,Rural,15,4.68,Evening,Premium,20,135.1772701347079,1.123456790123457,0.4691358024691358,121.4926576025523,-10.123456790123445,1,0,0
31,18,Urban,46,4.86,Night,Economy,128,360.8585507409454,0.775,2.111111111111111,360.8585507409454,0.0,0,1,0
94,67,Suburban,34,4.64,Night,Premium,64,231.3263184773236,1.1604938271604939,0.5671641791044776,214.76221172215725,-7.160493827160486,0,0,1
83,18,Urban,12,4.98,Morning,Economy,81,286.409294385432,1.0246913580246915,2.111111111111111,286.409294385432,0.0,1,0,0
34,9,Urban,65,4.69,Afternoon,Premium,107,508.7118174567975,0.85,1.2222222222222223,508.7118174567975,0.0,0,0,1
32,6,Rural,75,4.47,Morning,Premium,154,721.7212691270341,0.8,1.8333333333333333,721.7212691270341,0.0,1,0,0
22,7,Urban,15,3.53,Evening,Premium,180,552.2693747461685,0.55,1.5714285714285714,552.2693747461685,0.0,1,0,0
49,20,Rural,52,4.74,Afternoon,Premium,162,510.62689141008207,1.225,1.9,510.62689141008207,0.0,0,0,1
61,38,Urban,95,3.5,Night,Economy,164,415.9794524398186,1.525,1.0,634.3686649707233,52.49999999999999,0,0,1
21,9,Urban,48,4.4,Afternoon,Premium,152,660.0597080304599,0.525,1.2222222222222223,645.391714518672,-2.2222222222222117,1,0,0
40,18,Urban,16,4.59,Afternoon,Premium,157,644.0445755475266,1.0,2.111111111111111,644.0445755475266,0.0,0,0,1
22,6,Urban,82,4.3,Morning,Premium,172,710.884313751738,0.55,1.8333333333333333,1042.6303268358824,46.66666666666668,0,0,1
34,11,Suburban,66,4.59,Morning,Economy,134,478.20015364109577,0.85,1.0,406.4701305949314,-15.000000000000002,1,0,0
56,31,Rural,9,4.79,Afternoon,Premium,167,744.4180991800615,1.4,1.2258064516129032,744.4180991800615,0.0,0,0,1
93,36,Urban,60,4.63,Afternoon,Economy,111,478.7697584495512,1.1481481481481481,1.0555555555555556,478.7697584495512,0.0,1,0,0
38,9,Suburban,57,4.26,Morning,Premium,16,104.0560727191975,0.95,1.2222222222222223,104.0560727191975,0.0,1,0,0
76,26,Suburban,74,4.18,Evening,Premium,159,486.1839276370279,1.9,1.4615384615384615,1350.0953682843622,177.6923076923077,0,0,1
47,24,Suburban,11,3.62,Night,Premium,148,657.0936874279021,1.175,1.5833333333333333,1222.468047652326,86.04166666666664,0,0,1
64,10,Urban,62,4.98,Evening,Economy,38,96.3007413779792,1.6,1.1,96.3007413779792,0.0,0,0,1
56,10,Rural,28,3.8,Afternoon,Economy,144,609.9082747031204,1.4,1.1,609.9082747031204,0.0,1,0,0
44,25,Rural,32,4.43,Night,Premium,154,502.1012063441772,1.1,1.52,839.5132170074644,67.20000000000002,0,0,1
34,6,Rural,11,3.75,Morning,Economy,179,465.719058488387,0.85,1.8333333333333333,725.7455328110697,55.833333333333314,0,1,0
45,18,Suburban,70,3.84,Night,Economy,122,308.43591786214927,1.125,2.111111111111111,732.5353049226045,137.5,0,0,1
31,7,Rural,22,4.88,Afternoon,Premium,172,806.0212701919081,0.775,1.5714285714285714,806.0212701919081,0.0,0,1,0
95,28,Rural,34,4.48,Evening,Economy,163,576.9675719994219,1.1728395061728396,1.3571428571428572,918.3654915863816,59.17107583774253,0,1,0
82,59,Rural,39,3.5,Night,Premium,67,284.2944207006542,1.0123456790123457,0.6440677966101694,230.24338269090023,-19.01234567901233,0,1,0
95,38,Urban,39,3.71,Afternoon,Premium,97,478.3662772118347,1.1728395061728396,1.0,561.0468683348679,17.283950617283956,0,0,1
27,12,Suburban,1,4.93,Evening,Economy,41,119.4823999754907,0.675,3.1666666666666665,119.4823999754907,0.0,0,0,1
94,23,Suburban,71,4.15,Night,Premium,154,532.5097779421501,1.1604938271604939,1.6521739130434783,1021.0010342508643,91.73376274825551,0,1,0
66,15,Urban,88,4.21,Evening,Premium,65,291.9008795114952,1.65,2.533333333333333,1220.1456763580497,317.99999999999994,0,0,1
40,6,Rural,37,4.75,Afternoon,Premium,148,707.8553931548287,1.0,1.8333333333333333,707.8553931548287,0.0,1,0,0
56,27,Suburban,62,4.74,Evening,Premium,129,435.7154538108565,1.4,1.4074074074074074,435.7154538108565,0.0,0,0,1
54,6,Suburban,48,4.26,Morning,Economy,154,504.0841142440527,1.35,1.8333333333333333,504.0841142440527,0.0,1,0,0
46,15,Suburban,96,4.69,Morning,Premium,116,497.3770093020007,1.15,2.533333333333333,497.3770093020007,0.0,0,0,1
65,16,Suburban,82,3.62,Evening,Premium,146,460.8002858653508,1.625,2.375,1778.4011032615883,285.9375,0,0,1
96,48,Urban,11,4.19,Night,Economy,79,272.4960775620536,1.1851851851851851,0.7916666666666666,258.36665131809525,-5.185185185185186,1,0,0
47,9,Suburban,88,4.06,Night,Economy,93,246.9535423209308,1.175,1.2222222222222223,246.9535423209308,0.0,1,0,0
20,7,Urban,55,4.43,Night,Economy,153,482.7422075016093,0.5,1.5714285714285714,606.8759180020231,25.71428571428572,0,0,1
94,57,Suburban,13,4.04,Afternoon,Economy,60,205.495759583372,1.1604938271604939,0.6666666666666666,190.7812484033281,-7.160493827160483,0,1,0
52,30,Suburban,25,3.67,Night,Economy,142,531.6062153403296,1.3,1.2666666666666666,875.3782345937428,64.66666666666667,0,0,1
71,6,Suburban,48,4.05,Afternoon,Economy,157,550.9983736824666,1.775,1.8333333333333333,550.9983736824666,0.0,1,0,0
46,8,Rural,39,3.97,Evening,Premium,123,396.9586997774456,1.15,1.375,396.9586997774456,0.0,1,0,0
53,40,Urban,13,3.79,Night,Economy,118,318.2115758092651,1.325,0.95,400.5488210499124,25.874999999999982,0,1,0
26,11,Urban,97,3.64,Morning,Economy,141,427.0550612068028,0.65,1.0,341.64404896544227,-19.999999999999996,0,1,0
100,46,Suburban,74,3.74,Afternoon,Economy,171,448.31285347772814,1.2345679012345678,0.8260869565217391,448.31285347772814,0.0,1,0,0
74,38,Urban,95,5.0,Evening,Economy,167,455.4083398759809,1.85,1.0,455.4083398759809,0.0,0,1,0
53,5,Rural,100,4.46,Night,Premium,33,179.17081970350634,1.325,2.2,179.17081970350634,0.0,1,0,0
75,63,Urban,24,4.18,Afternoon,Economy,29,104.18588264010208,1.875,0.6031746031746031,104.18588264010208,0.0,1,0,0
44,9,Suburban,54,4.2,Morning,Premium,13,91.67748868757226,1.1,1.2222222222222223,123.25529034662495,34.444444444444464,0,1,0
76,60,Suburban,81,3.6,Evening,Premium,72,264.08573637935564,1.9,0.6333333333333333,401.41031929662057,52.0,0,1,0
88,18,Suburban,80,4.83,Evening,Economy,109,424.65693227127065,1.0864197530864197,2.111111111111111,424.65693227127065,0.0,0,0,1
54,35,Rural,95,4.98,Evening,Premium,61,218.9504185416184,1.35,1.0857142857142856,218.9504185416184,0.0,1,0,0
49,30,Urban,7,3.97,Afternoon,Premium,77,248.1703336422785,1.225,1.2666666666666666,385.07763436826883,55.16666666666667,0,1,0
25,8,Urban,11,4.0,Afternoon,Economy,109,422.4367392307234,0.625,1.375,464.68041315379577,10.000000000000009,0,0,1
36,18,Suburban,15,4.21,Afternoon,Economy,86,280.5240756909656,0.9,2.111111111111111,280.5240756909656,0.0,1,0,0
42,25,Suburban,44,4.99,Morning,Premium,122,565.9834811108678,1.05,1.52,565.9834811108678,0.0,0,0,1
29,14,Rural,2,4.69,Night,Premium,180,828.2131345744126,0.725,2.7142857142857144,828.2131345744126,0.0,1,0,0
52,16,Urban,63,4.13,Morning,Economy,49,132.84680584297232,1.3,2.375,410.164513040177,208.74999999999994,0,0,1
37,6,Rural,59,4.73,Evening,Economy,20,86.17345483820148,0.925,1.8333333333333333,86.17345483820148,0.0,1,0,0
91,17,Rural,21,4.84,Afternoon,Premium,149,545.3868063047398,1.123456790123457,2.235294117647059,545.3868063047398,0.0,1,0,0
29,8,Rural,79,4.26,Morning,Premium,133,531.0619846358322,0.725,1.375,584.1681830994155,10.000000000000009,0,0,1
62,45,Rural,87,4.74,Afternoon,Premium,20,108.6023564641184,1.55,0.8444444444444444,108.6023564641184,0.0,0,1,0
69,7,Urban,51,4.56,Afternoon,Premium,103,462.66304412150464,1.725,1.5714285714285714,462.66304412150464,0.0,0,1,0
32,14,Suburban,80,3.56,Afternoon,Premium,80,254.9510771161675,0.8,2.7142857142857144,553.6080531665352,117.14285714285715,0,0,1
78,31,Urban,6,3.78,Evening,Premium,64,271.0126649576171,1.95,1.2258064516129032,271.0126649576171,0.0,1,0,0
53,10,Rural,10,3.58,Evening,Economy,168,424.48842846396354,1.325,1.1,618.6918844862269,45.74999999999999,0,0,1
60,50,Suburban,54,4.57,Afternoon,Premium,38,151.77728650517233,1.5,0.76,151.77728650517233,0.0,0,0,1
97,58,Urban,1,4.11,Morning,Premium,83,383.0749064097095,1.1975308641975309,0.6551724137931034,366.99521898016616,-4.197530864197529,1,0,0
87,77,Urban,12,3.56,Night,Premium,11,97.78450586126137,1.0740740740740742,0.4935064935064935,84.02224207338016,-14.074074074074055,1,0,0
74,20,Rural,68,4.36,Night,Economy,32,119.59407325541466,1.85,1.9,420.37316749278256,251.5,0,0,1
90,58,Urban,1,4.7,Afternoon,Premium,21,126.57277068445282,1.1111111111111112,0.6551724137931034,112.5091294972914,-11.11111111111111,1,0,0
21,8,Rural,69,4.24,Afternoon,Premium,176,829.5343798843528,0.525,1.375,912.4878178727881,10.000000000000005,0,1,0
70,35,Urban,35,4.9,Night,Premium,108,418.815349545453,1.75,1.0857142857142856,418.815349545453,0.0,0,0,1
37,7,Suburban,1,3.92,Evening,Economy,62,233.21310275336955,0.925,1.5714285714285714,338.99190293079073,45.357142857142854,0,1,0
30,11,Rural,93,3.56,Night,Premium,155,701.141472496938,0.75,1.0,560.9131779975504,-20.000000000000004,1,0,0
64,22,Urban,26,4.24,Evening,Premium,115,388.72966746525947,1.6,1.7272727272727273,1074.3074446312626,176.36363636363637,0,1,0
40,23,Urban,6,3.96,Night,Economy,178,528.60807288888,1.0,1.6521739130434783,873.352468251193,65.21739130434784,0,0,1
28,18,Urban,100,3.62,Afternoon,Premium,92,382.03843862699455,0.7,2.111111111111111,382.03843862699455,0.0,1,0,0
85,19,Rural,17,3.69,Morning,Economy,164,587.331264277609,1.0493827160493827,2.0,587.331264277609,0.0,1,0,0
92,77,Urban,100,4.26,Night,Economy,47,167.7398193291184,1.1358024691358024,0.4935064935064935,152.41544077312489,-9.135802469135793,1,0,0
93,56,Suburban,56,4.65,Evening,Premium,86,304.8360144837103,1.1481481481481481,0.6785714285714286,279.9975244146672,-8.148148148148152,0,1,0
36,25,Rural,26,3.57,Afternoon,Economy,122,354.1540979676975,0.9,1.52,484.48280601981025,36.80000000000002,0,1,0
94,50,Suburban,88,4.95,Night,Premium,49,250.4603273046531,1.1604938271604939,0.76,232.52613102851748,-7.160493827160481,0,1,0
27,8,Rural,48,4.18,Afternoon,Economy,167,495.2197782062817,0.675,1.375,495.2197782062817,0.0,1,0,0
86,41,Rural,96,4.5,Morning,Premium,68,301.5483736351267,1.0617283950617284,0.926829268292683,296.73594852140747,-1.595904847937362,0,1,0
22,11,Rural,39,4.63,Evening,Economy,101,433.03454356764814,0.55,1.0,346.42763485411854,-19.999999999999996,0,1,0
95,56,Rural,86,3.79,Morning,Premium,147,671.4712089285143,1.1728395061728396,0.6785714285714286,630.0223688711988,-6.172839506172822,0,0,1
99,89,Urban,63,4.84,Afternoon,Economy,16,49.71329085631081,1.2222222222222223,0.42696629213483145,48.60855105950391,-2.222222222222215,0,0,1
22,8,Rural,4,4.84,Morning,Economy,122,408.129769999122,0.55,1.375,408.129769999122,0.0,0,1,0
100,85,Suburban,59,4.46,Evening,Economy,110,329.4837131421355,1.2345679012345678,0.4470588235294118,325.4160129798869,-1.2345679012345803,0,0,1
61,38,Rural,100,4.34,Evening,Premium,78,383.3178042225475,1.525,1.0,584.559651439385,52.5,0,0,1
33,18,Suburban,7,4.01,Night,Economy,105,313.06815696851334,0.825,2.111111111111111,313.06815696851334,0.0,1,0,0
39,22,Rural,63,3.87,Evening,Premium,170,706.6896358975697,0.975,1.7272727272727273,706.6896358975697,0.0,1,0,0
37,5,Urban,75,3.88,Evening,Premium,26,142.6153122038585,0.925,2.2,290.2221603348521,103.50000000000004,0,0,1
95,53,Suburban,6,4.01,Afternoon,Premium,158,708.8224028092762,1.1728395061728396,0.7169811320754716,665.0679335000618,-6.172839506172815,0,0,1
28,6,Suburban,54,4.03,Afternoon,Premium,168,593.065918046481,0.7,1.8333333333333333,593.065918046481,0.0,1,0,0
66,17,Urban,84,4.47,Night,Economy,139,604.3834014812801,1.65,2.235294117647059,604.3834014812801,0.0,1,0,0
60,11,Suburban,18,4.29,Evening,Economy,26,100.2582627032478,1.5,1.0,100.2582627032478,0.0,1,0,0
94,34,Suburban,99,4.54,Afternoon,Premium,155,685.7612504810801,1.1604938271604939,1.1176470588235294,685.7612504810801,0.0,1,0,0
63,12,Urban,54,4.47,Evening,Premium,140,446.41301231617626,1.575,3.1666666666666665,2226.484898926929,398.75,0,0,1
38,8,Suburban,59,4.44,Night,Premium,75,291.107936848218,0.95,1.375,380.25974250798475,30.624999999999996,0,0,1
35,21,Suburban,13,4.14,Morning,Premium,36,193.64239387562827,0.875,1.8095238095238095,306.60045696974476,58.33333333333333,0,0,1
83,64,Suburban,78,4.01,Evening,Economy,109,304.52612995371493,1.0246913580246915,0.59375,249.63623492502066,-18.024691358024683,1,0,0
62,14,Rural,33,4.23,Morning,Premium,85,386.834933294766,1.55,2.7142857142857144,1627.4698265044085,320.7142857142857,0,0,1
88,48,Urban,52,4.52,Night,Economy,92,230.83258579661484,1.0864197530864197,0.7916666666666666,200.6248646923665,-13.086419753086414,1,0,0
68,11,Rural,89,3.66,Evening,Economy,93,333.9106726820272,1.7,1.0,567.6481435594462,69.99999999999999,0,0,1
84,64,Urban,34,4.13,Evening,Premium,99,353.8098038704909,1.037037037037037,0.59375,293.53109654440726,-17.037037037037038,0,1,0
40,10,Urban,60,3.87,Night,Premium,79,293.19813425701705,1.0,1.1,322.5179476827188,10.000000000000012,0,1,0
