Number_of_Riders,Number_of_Drivers,Location_Category,Customer_Loyalty_Status,Number_of_Past_Rides,Average_Ratings,Time_of_Booking,Vehicle_Type,Expected_Ride_Duration,Historical_Cost_of_Ride,demand_multiplier,supply_multiplier,adjusted_ride_cost,profit_percentage
69,37,Suburban,Regular,47,4.39,Evening,Premium,60,284.2362895344896,1.725,1.027027027027027,503.55915618880516,77.16216216216216
71,61,Suburban,Regular,79,3.85,Afternoon,Economy,147,591.2989763287625,1.775,0.6229508196721312,839.6445463868426,41.999999999999986
38,7,Rural,Silver,28,3.85,Evening,Economy,12,36.00027803358747,0.95,1.5714285714285714,53.74327220728414,49.28571428571426
100,32,Suburban,Regular,67,3.94,Evening,Premium,162,581.1370845965885,1.2345679012345678,1.1875,851.975664146233,46.60493827160493
65,51,Suburban,Gold,97,4.81,Night,Premium,144,588.1367698544636,1.625,0.7450980392156863,764.5778008108027,30.0
73,38,Urban,Regular,91,4.23,Evening,Premium,86,400.2673330229722,1.825,1.0,730.4878827669243,82.5
56,25,Suburban,Regular,87,3.73,Evening,Premium,172,575.4102708388258,1.4,1.52,1224.4730563450212,112.79999999999998
75,55,Rural,Silver,80,4.7,Morning,Economy,69,190.9788526811355,1.875,0.6909090909090909,286.4682790217032,49.999999999999986
97,21,Urban,Regular,43,3.79,Afternoon,Premium,106,398.1593839328215,1.1975308641975309,1.8095238095238095,862.7957020437274,116.69606114050559
94,71,Rural,Regular,48,4.73,Night,Premium,169,770.8733244527833,1.1604938271604939,0.5352112676056338,715.674987640115,-7.160493827160481
53,22,Urban,Silver,28,4.99,Afternoon,Premium,64,211.0820229741896,1.325,1.7272727272727273,483.08999348865666,128.86363636363635
81,8,Rural,Silver,78,4.8,Afternoon,Premium,141,618.4288567281086,2.025,1.375,1721.9378479523273,178.4375
47,34,Rural,Silver,87,3.53,Morning,Premium,170,739.2271199769044,1.175,1.1176470588235294,970.7791443226113,31.32352941176471
80,48,Suburban,Regular,13,4.44,Night,Economy,35,128.7410738814351,2.0,0.7916666666666666,205.9857182102962,60.00000000000001
75,55,Rural,Gold,54,4.73,Night,Premium,145,584.4917299915722,1.875,0.6909090909090909,876.7375949873583,49.999999999999986
89,12,Urban,Silver,42,4.73,Afternoon,Economy,102,328.31398217312767,1.0987654320987654,3.1666666666666665,1142.3435058739894,247.94238683127568
30,13,Rural,Gold,8,4.1,Afternoon,Economy,94,274.6803754439265,0.75,2.923076923076923,642.3294933457973,133.84615384615387
64,5,Rural,Gold,91,4.34,Evening,Premium,21,108.2430435427408,1.6,2.2,381.0155132704477,252.00000000000006
55,29,Suburban,Gold,92,4.85,Morning,Economy,44,181.78093960037765,1.375,1.3103448275862069,327.51910669378384,80.17241379310343
94,76,Suburban,Gold,26,4.7,Morning,Premium,94,405.317954516569,1.1604938271604939,0.5,376.29518740303695,-7.1604938271604786
53,28,Urban,Gold,6,3.67,Evening,Economy,178,775.7916851510323,1.325,1.3571428571428572,1395.0396909769456,79.82142857142858
29,7,Suburban,Regular,68,3.98,Morning,Economy,114,289.1296809487768,0.725,1.5714285714285714,363.477313192748,25.71428571428572
29,17,Urban,Silver,76,3.61,Morning,Economy,166,674.132847635612,0.725,2.235294117647059,1205.5081510660357,78.82352941176471
75,42,Suburban,Silver,38,4.25,Afternoon,Economy,146,479.11995337350106,1.875,0.9047619047619048,812.7927780443322,69.64285714285715
74,53,Suburban,Regular,60,3.93,Night,Economy,162,676.4404324115253,1.85,0.7169811320754716,1001.1318399690576,48.00000000000003
89,75,Urban,Silver,10,4.91,Evening,Economy,16,54.44953818628992,1.0987654320987654,0.5066666666666667,47.861816282269665,-12.098765432098753
29,13,Suburban,Gold,44,4.29,Evening,Premium,87,267.7404170012178,0.725,2.923076923076923,626.1006674490017,133.84615384615387
40,20,Rural,Silver,45,4.42,Evening,Premium,130,445.4842486108808,1.0,1.9,846.4200723606734,89.99999999999999
79,11,Urban,Regular,1,4.35,Night,Premium,45,210.25675967194184,1.975,1.0,415.25710035208516,97.50000000000001
98,87,Urban,Gold,87,4.28,Afternoon,Premium,170,603.8458024755097,1.2098765432098766,0.4367816091954023,584.4630977046909,-3.2098765432098726
95,76,Urban,Regular,74,4.39,Night,Economy,118,464.9915827255092,1.1728395061728396,0.5,436.2883986066507,-6.172839506172826
79,13,Rural,Gold,67,4.05,Evening,Premium,151,514.9363491532515,1.975,2.923076923076923,2972.767154150117,477.3076923076922
38,22,Suburban,Regular,18,4.17,Night,Premium,121,450.5387531372676,0.95,1.7272727272727273,739.2931358297891,64.0909090909091
83,41,Suburban,Silver,48,3.64,Evening,Economy,176,741.3443926126964,1.0246913580246915,0.926829268292683,704.0651051792969,-5.0286058416139525
59,24,Suburban,Regular,40,4.0,Afternoon,Premium,147,631.6312970255759,1.475,1.5833333333333333,1475.1222582618138,133.54166666666666
51,11,Suburban,Regular,72,3.62,Afternoon,Economy,16,71.21364105240121,1.275,1.0,90.79739234181154,27.499999999999996
64,46,Rural,Silver,51,5.0,Evening,Premium,29,144.60138253530263,1.6,0.8260869565217391,191.12530561187828,32.17391304347827
30,6,Rural,Regular,93,3.81,Evening,Economy,129,505.92196882791006,0.75,1.8333333333333333,742.0188876142681,46.66666666666667
60,15,Suburban,Regular,95,4.84,Afternoon,Economy,180,726.3339146351499,1.5,2.533333333333333,2760.0688756135696,280.0
75,51,Rural,Regular,17,4.83,Afternoon,Premium,79,283.4132787585248,1.875,0.7450980392156863,425.11991813778724,50.0
25,15,Suburban,Regular,88,4.68,Afternoon,Premium,31,148.18648820169864,0.625,2.533333333333333,300.32461608877594,102.66666666666669
46,31,Suburban,Gold,67,3.53,Morning,Economy,61,158.59209307103367,1.15,1.2258064516129032,223.56369249045716,40.96774193548388
48,11,Urban,Regular,86,3.55,Night,Economy,15,57.89462608061131,1.2,1.0,69.47355129673358,20.000000000000004
51,6,Rural,Gold,64,4.57,Morning,Economy,34,142.5577269374603,1.275,1.8333333333333333,333.22868671631346,133.75
68,23,Suburban,Gold,96,4.77,Morning,Economy,105,359.128113102171,1.7,1.6521739130434783,1008.681569843489,180.86956521739128
89,8,Suburban,Silver,18,3.83,Morning,Economy,121,407.5520587692045,1.0987654320987654,1.375,615.7306566898939,51.080246913580254
84,55,Suburban,Regular,1,4.47,Afternoon,Economy,146,487.3991192361553,1.037037037037037,0.6909090909090909,404.3607507736992,-17.03703703703704
50,8,Rural,Regular,25,3.8,Evening,Premium,13,89.61312852216915,1.25,1.375,154.02256464747822,71.875
99,40,Urban,Gold,26,4.83,Evening,Premium,151,510.6580782397596,1.2222222222222223,0.95,592.930768622832,16.111111111111118
21,9,Urban,Gold,91,4.82,Morning,Economy,47,171.6271185714875,0.525,1.2222222222222223,167.81318260323224,-2.222222222222215
53,19,Suburban,Silver,54,3.84,Evening,Economy,132,520.5653406452625,1.325,2.0,1379.4981527099455,165.0
60,16,Urban,Gold,68,4.23,Night,Economy,108,458.096326804516,1.5,2.375,1631.9681642410883,256.24999999999994
32,22,Suburban,Silver,9,4.68,Night,Premium,135,530.1491563778454,0.8,1.7272727272727273,732.5697433584774,38.18181818181819
51,25,Rural,Regular,21,4.43,Evening,Premium,38,200.2582591219043,1.275,1.52,388.10050617825055,93.80000000000001
22,5,Urban,Regular,75,4.39,Night,Premium,19,128.0167601925525,0.55,2.2,225.30949793889243,76.00000000000001
21,7,Rural,Regular,6,4.96,Afternoon,Premium,180,836.1164185613576,0.525,1.5714285714285714,1051.117783334278,25.71428571428571
55,21,Rural,Silver,49,4.59,Morning,Economy,111,471.0890518884983,1.375,1.8095238095238095,1172.1144267225732,148.80952380952382
42,31,Rural,Gold,32,4.75,Night,Economy,12,50.6401755820817,1.05,1.2258064516129032,65.17880663629225,28.70967741935483
86,26,Rural,Silver,31,3.69,Afternoon,Economy,85,263.1611767019543,1.0617283950617284,1.4615384615384615,408.3621678357011,55.175688509021825
48,18,Rural,Silver,60,4.47,Afternoon,Premium,124,524.1655595085831,1.2,2.111111111111111,1327.8860840884104,153.3333333333333
82,65,Urban,Gold,43,4.8,Night,Premium,112,330.2265438250878,1.0123456790123457,0.5846153846153846,267.44273178920696,-19.012345679012327
63,48,Rural,Regular,88,4.09,Morning,Economy,70,212.7407519371268,1.575,0.7916666666666666,268.05334744077976,26.0
44,24,Urban,Regular,83,3.61,Night,Economy,13,48.92895253547415,1.1,1.5833333333333333,85.21792566595082,74.16666666666667
39,18,Suburban,Gold,78,4.21,Afternoon,Economy,165,734.3951190125542,0.975,2.111111111111111,1511.6299533008407,105.83333333333333
23,7,Rural,Gold,98,4.35,Morning,Economy,76,281.33950234360725,0.575,1.5714285714285714,353.68394580339196,25.71428571428571
31,7,Rural,Silver,27,4.73,Morning,Premium,141,476.28985780068655,0.775,1.5714285714285714,598.7643926637202,25.7142857142857
44,7,Rural,Regular,55,3.66,Night,Premium,103,490.3421583214189,1.1,1.5714285714285714,847.5914450984527,72.85714285714288
23,5,Urban,Gold,92,3.71,Night,Economy,105,363.4447759027239,0.575,2.2,639.6628055887942,76.00000000000003
63,46,Urban,Silver,36,4.59,Morning,Economy,18,49.83993575677632,1.575,0.8260869565217391,64.8460903270231,30.108695652173918
25,15,Urban,Gold,15,4.18,Morning,Premium,176,516.8295590439432,0.625,2.533333333333333,1047.4412396623916,102.66666666666669
27,11,Rural,Regular,1,4.34,Night,Economy,99,262.6864663772181,0.675,1.0,210.1491731017745,-19.999999999999993
57,28,Urban,Gold,27,4.58,Afternoon,Economy,107,423.5098573724167,1.425,1.3571428571428572,819.037813454156,93.39285714285717
83,26,Suburban,Gold,77,3.62,Night,Premium,74,373.975635759196,1.0246913580246915,1.4615384615384615,560.0755722623477,49.76258309591644
80,5,Suburban,Regular,53,3.67,Evening,Premium,48,184.24294467848267,2.0,2.2,810.6689565853238,340.00000000000006
50,40,Rural,Silver,61,4.7,Evening,Premium,73,319.11098294212263,1.25,0.95,378.94429224377063,18.750000000000004
84,8,Rural,Gold,21,4.63,Night,Economy,172,549.2008068168793,1.037037037037037,1.375,783.1196689796242,42.59259259259259
90,54,Rural,Regular,1,3.59,Afternoon,Premium,87,427.8571629452071,1.1111111111111112,0.7037037037037037,380.31747817351743,-11.11111111111111
28,9,Urban,Silver,68,4.82,Evening,Premium,43,164.316390505398,0.7,1.2222222222222223,160.66491516083363,-2.2222222222222068
97,64,Rural,Silver,62,3.52,Morning,Premium,152,638.1340201838489,1.1975308641975309,0.59375,611.3481477316873,-4.197530864197535
99,22,Suburban,Silver,7,4.4,Morning,Economy,39,131.44358716419623,1.2222222222222223,1.7272727272727273,277.4920173466365,111.11111111111111
96,53,Rural,Regular,58,4.28,Afternoon,Economy,21,55.6373707994896,1.1851851851851851,0.7169811320754716,52.75247009136792,-5.185185185185187
88,69,Rural,Gold,89,3.6,Evening,Premium,107,467.92749485577286,1.0864197530864197,0.5507246376811594,406.6925387388446,-13.086419753086417
53,17,Rural,Silver,78,4.03,Afternoon,Premium,26,120.24719290813758,1.325,2.235294117647059,356.1438919367487,196.1764705882353
28,14,Rural,Silver,77,3.58,Afternoon,Economy,98,374.65518279544045,0.7,2.7142857142857144,813.5369683558137,117.14285714285717
59,21,Rural,Regular,97,3.6,Afternoon,Premium,67,269.44414015954374,1.475,1.8095238095238095,719.1592407591633,166.90476190476193
50,27,Suburban,Gold,100,4.22,Morning,Premium,173,685.6696935694298,1.25,1.4074074074074074,1206.2707572054783,75.92592592592592
89,8,Urban,Gold,40,3.59,Morning,Premium,151,528.0024896243917,1.0987654320987654,1.375,797.7074650343819,51.08024691358024
83,34,Urban,Silver,96,4.71,Evening,Premium,176,812.0729938599545,1.0246913580246915,1.1176470588235294,930.0211411163025,14.524328249818469
73,14,Urban,Gold,28,4.31,Evening,Economy,29,118.97305838669006,1.825,2.7142857142857144,589.3415427940682,395.35714285714283
76,35,Suburban,Regular,8,4.89,Afternoon,Premium,138,406.5899107855241,1.9,1.0857142857142856,838.7369016775668,106.28571428571428
56,35,Rural,Silver,33,3.97,Morning,Economy,47,134.77582951421903,1.4,1.0857142857142856,204.85926086161288,51.99999999999997
40,20,Rural,Regular,11,4.4,Afternoon,Economy,83,343.79851998722387,1.0,1.9,653.2171879757253,89.99999999999999
27,6,Urban,Silver,92,3.73,Night,Premium,125,460.2837624776103,0.675,1.8333333333333333,675.0828516338285,46.666666666666664
32,7,Urban,Regular,79,4.05,Morning,Economy,83,306.390461217286,0.8,1.5714285714285714,385.17657981601667,25.71428571428572
48,24,Urban,Silver,35,4.2,Night,Premium,51,251.4211394087152,1.2,1.5833333333333333,477.70016487655886,90.0
71,41,Urban,Gold,31,3.81,Afternoon,Premium,140,614.63671317069,1.775,0.926829268292683,1011.1523488625131,64.51219512195122
53,6,Rural,Silver,74,4.12,Night,Economy,76,231.1651667910225,1.325,1.8333333333333333,561.5387176631922,142.91666666666666
87,44,Rural,Silver,61,3.87,Evening,Premium,16,117.76366453355408,1.0740740740740742,0.8636363636363636,109.23868545115876,-7.239057239057231
36,16,Urban,Regular,82,4.62,Afternoon,Premium,72,253.4912438007839,0.9,2.375,541.8375336241756,113.75000000000004
39,20,Rural,Gold,71,4.11,Morning,Economy,111,404.5983991889042,0.975,1.9,749.5185344974449,85.24999999999997
91,81,Rural,Gold,15,4.68,Evening,Premium,20,135.1772701347079,1.123456790123457,0.4691358024691358,121.4926576025523,-10.123456790123445
31,18,Urban,Regular,46,4.86,Night,Economy,128,360.8585507409454,0.775,2.111111111111111,609.4499968069301,68.88888888888891
94,67,Suburban,Silver,34,4.64,Night,Premium,64,231.3263184773236,1.1604938271604939,0.5671641791044776,214.76221172215725,-7.160493827160486
83,18,Urban,Gold,12,4.98,Morning,Economy,81,286.409294385432,1.0246913580246915,2.111111111111111,619.5712719421487,116.323731138546
34,9,Urban,Silver,65,4.69,Afternoon,Premium,107,508.7118174567975,0.85,1.2222222222222223,528.4950548023397,3.8888888888889044
32,6,Rural,Gold,75,4.47,Morning,Premium,154,721.7212691270341,0.8,1.8333333333333333,1058.5245280529834,46.66666666666667
22,7,Urban,Gold,15,3.53,Evening,Premium,180,552.2693747461685,0.55,1.5714285714285714,694.2814996808976,25.71428571428572
49,20,Rural,Silver,52,4.74,Afternoon,Premium,162,510.62689141008207,1.225,1.9,1188.4840897569661,132.75
61,38,Urban,Silver,95,3.5,Night,Economy,164,415.9794524398186,1.525,1.0,634.3686649707233,52.49999999999999
21,9,Urban,Gold,48,4.4,Afternoon,Premium,152,660.0597080304599,0.525,1.2222222222222223,645.391714518672,-2.2222222222222117
40,18,Urban,Silver,16,4.59,Afternoon,Premium,157,644.0445755475266,1.0,2.111111111111111,1359.6496594892228,111.1111111111111
22,6,Urban,Silver,82,4.3,Morning,Premium,172,710.884313751738,0.55,1.8333333333333333,1042.6303268358824,46.66666666666668
34,11,Suburban,Gold,66,4.59,Morning,Economy,134,478.20015364109577,0.85,1.0,406.4701305949314,-15.000000000000002
56,31,Rural,Silver,9,4.79,Afternoon,Premium,167,744.4180991800615,1.4,1.2258064516129032,1277.5175121412667,71.61290322580643
93,36,Urban,Gold,60,4.63,Afternoon,Economy,111,478.7697584495512,1.1481481481481481,1.0555555555555556,580.2374233061433,21.193415637860085
38,9,Suburban,Gold,57,4.26,Morning,Premium,16,104.0560727191975,0.95,1.2222222222222223,120.820662212846,16.111111111111125
76,26,Suburban,Silver,74,4.18,Evening,Premium,159,486.1839276370279,1.9,1.4615384615384615,1350.0953682843622,177.6923076923077
47,24,Suburban,Silver,11,3.62,Night,Premium,148,657.0936874279021,1.175,1.5833333333333333,1222.468047652326,86.04166666666664
64,10,Urban,Silver,62,4.98,Evening,Economy,38,96.3007413779792,1.6,1.1,169.4893048252434,76.00000000000003
56,10,Rural,Gold,28,3.8,Afternoon,Economy,144,609.9082747031204,1.4,1.1,939.2587430428053,54.0
44,25,Rural,Silver,32,4.43,Night,Premium,154,502.1012063441772,1.1,1.52,839.5132170074644,67.20000000000002
34,6,Rural,Regular,11,3.75,Morning,Economy,179,465.719058488387,0.85,1.8333333333333333,725.7455328110697,55.833333333333314
45,18,Suburban,Silver,70,3.84,Night,Economy,122,308.43591786214927,1.125,2.111111111111111,732.5353049226045,137.5
31,7,Rural,Regular,22,4.88,Afternoon,Premium,172,806.0212701919081,0.775,1.5714285714285714,1013.2838825269702,25.71428571428571
95,28,Rural,Regular,34,4.48,Evening,Economy,163,576.9675719994219,1.1728395061728396,1.3571428571428572,918.3654915863816,59.17107583774253
82,59,Rural,Regular,39,3.5,Night,Premium,67,284.2944207006542,1.0123456790123457,0.6440677966101694,230.24338269090023,-19.01234567901233
95,38,Urban,Silver,39,3.71,Afternoon,Premium,97,478.3662772118347,1.1728395061728396,1.0,561.0468683348679,17.283950617283956
27,12,Suburban,Silver,1,4.93,Evening,Economy,41,119.4823999754907,0.675,3.1666666666666665,302.6887466045764,153.33333333333331
94,23,Suburban,Regular,71,4.15,Night,Premium,154,532.5097779421501,1.1604938271604939,1.6521739130434783,1021.0010342508643,91.73376274825551
66,15,Urban,Silver,88,4.21,Evening,Premium,65,291.9008795114952,1.65,2.533333333333333,1220.1456763580497,317.99999999999994
40,6,Rural,Gold,37,4.75,Afternoon,Premium,148,707.8553931548287,1.0,1.8333333333333333,1297.7348874505192,83.33333333333333
56,27,Suburban,Silver,62,4.74,Evening,Premium,129,435.7154538108565,1.4,1.4074074074074074,858.5208201013913,97.03703703703704
54,6,Suburban,Gold,48,4.26,Morning,Economy,154,504.0841142440527,1.35,1.8333333333333333,1247.6081827540306,147.50000000000003
46,15,Suburban,Silver,96,4.69,Morning,Premium,116,497.3770093020007,1.15,2.533333333333333,1449.025020433162,191.3333333333333
65,16,Suburban,Silver,82,3.62,Evening,Premium,146,460.8002858653508,1.625,2.375,1778.4011032615883,285.9375
96,48,Urban,Gold,11,4.19,Night,Economy,79,272.4960775620536,1.1851851851851851,0.7916666666666666,258.36665131809525,-5.185185185185186
47,9,Suburban,Gold,88,4.06,Night,Economy,93,246.9535423209308,1.175,1.2222222222222223,354.6527260553368,43.61111111111114
20,7,Urban,Silver,55,4.43,Night,Economy,153,482.7422075016093,0.5,1.5714285714285714,606.8759180020231,25.71428571428572
94,57,Suburban,Regular,13,4.04,Afternoon,Economy,60,205.495759583372,1.1604938271604939,0.6666666666666666,190.7812484033281,-7.160493827160483
52,30,Suburban,Silver,25,3.67,Night,Economy,142,531.6062153403296,1.3,1.2666666666666666,875.3782345937428,64.66666666666667
71,6,Suburban,Gold,48,4.05,Afternoon,Economy,157,550.9983736824666,1.775,1.8333333333333333,1793.0405410250269,225.41666666666669
46,8,Rural,Gold,39,3.97,Evening,Premium,123,396.9586997774456,1.15,1.375,627.6909440230858,58.124999999999986
53,40,Urban,Regular,13,3.79,Night,Economy,118,318.2115758092651,1.325,0.95,400.5488210499124,25.874999999999982
26,11,Urban,Regular,97,3.64,Morning,Economy,141,427.0550612068028,0.65,1.0,341.64404896544227,-19.999999999999996
100,46,Suburban,Gold,74,3.74,Afternoon,Economy,171,448.31285347772814,1.2345679012345678,0.8260869565217391,457.2165440728306,1.9860440150295093
74,38,Urban,Regular,95,5.0,Evening,Economy,167,455.4083398759809,1.85,1.0,842.5054287705648,85.00000000000001
53,5,Rural,Gold,100,4.46,Night,Premium,33,179.17081970350634,1.325,2.2,522.282939435721,191.5
75,63,Urban,Gold,24,4.18,Afternoon,Economy,29,104.18588264010208,1.875,0.6031746031746031,156.27882396015312,50.0
44,9,Suburban,Regular,54,4.2,Morning,Premium,13,91.67748868757226,1.1,1.2222222222222223,123.25529034662495,34.444444444444464
76,60,Suburban,Regular,81,3.6,Evening,Premium,72,264.08573637935564,1.9,0.6333333333333333,401.41031929662057,52.0
88,18,Suburban,Silver,80,4.83,Evening,Economy,109,424.65693227127065,1.0864197530864197,2.111111111111111,973.9731011763574,129.35528120713306
54,35,Rural,Gold,95,4.98,Evening,Premium,61,218.9504185416184,1.35,1.0857142857142856,320.91875631957214,46.571428571428584
49,30,Urban,Regular,7,3.97,Afternoon,Premium,77,248.1703336422785,1.225,1.2666666666666666,385.07763436826883,55.16666666666667
25,8,Urban,Silver,11,4.0,Afternoon,Economy,109,422.4367392307234,0.625,1.375,464.68041315379577,10.000000000000009
36,18,Suburban,Gold,15,4.21,Afternoon,Economy,86,280.5240756909656,0.9,2.111111111111111,532.9957438128347,90.0
42,25,Suburban,Silver,44,4.99,Morning,Premium,122,565.9834811108678,1.05,1.52,903.3096358529451,59.60000000000001
29,14,Rural,Gold,2,4.69,Night,Premium,180,828.2131345744126,0.725,2.7142857142857144,1798.4056636472963,117.14285714285717
52,16,Urban,Silver,63,4.13,Morning,Economy,49,132.84680584297232,1.3,2.375,410.164513040177,208.74999999999994
37,6,Rural,Gold,59,4.73,Evening,Economy,20,86.17345483820148,0.925,1.8333333333333333,146.13581716311668,69.58333333333334
91,17,Rural,Gold,21,4.84,Afternoon,Premium,149,545.3868063047398,1.123456790123457,2.235294117647059,1369.6060829352145,151.12563543936096
29,8,Rural,Silver,79,4.26,Morning,Premium,133,531.0619846358322,0.725,1.375,584.1681830994155,10.000000000000009
62,45,Rural,Regular,87,4.74,Afternoon,Premium,20,108.6023564641184,1.55,0.8444444444444444,142.14841768303498,30.888888888888893
69,7,Urban,Regular,51,4.56,Afternoon,Premium,103,462.66304412150464,1.725,1.5714285714285714,1254.1473231722216,171.07142857142858
32,14,Suburban,Silver,80,3.56,Afternoon,Premium,80,254.9510771161675,0.8,2.7142857142857144,553.6080531665352,117.14285714285715
78,31,Urban,Gold,6,3.78,Evening,Premium,64,271.0126649576171,1.95,1.2258064516129032,647.8076926890138,139.03225806451613
53,10,Rural,Silver,10,3.58,Evening,Economy,168,424.48842846396354,1.325,1.1,618.6918844862269,45.74999999999999
60,50,Suburban,Silver,54,4.57,Afternoon,Premium,38,151.77728650517233,1.5,0.76,182.13274380620683,20.000000000000025
97,58,Urban,Gold,1,4.11,Morning,Premium,83,383.0749064097095,1.1975308641975309,0.6551724137931034,366.99521898016616,-4.197530864197529
87,77,Urban,Gold,12,3.56,Night,Premium,11,97.78450586126137,1.0740740740740742,0.4935064935064935,84.02224207338016,-14.074074074074055
74,20,Rural,Silver,68,4.36,Night,Economy,32,119.59407325541466,1.85,1.9,420.37316749278256,251.5
90,58,Urban,Gold,1,4.7,Afternoon,Premium,21,126.57277068445282,1.1111111111111112,0.6551724137931034,112.5091294972914,-11.11111111111111
21,8,Rural,Regular,69,4.24,Afternoon,Premium,176,829.5343798843528,0.525,1.375,912.4878178727881,10.000000000000005
70,35,Urban,Silver,35,4.9,Night,Premium,108,418.815349545453,1.75,1.0857142857142856,795.7491641363606,89.99999999999999
37,7,Suburban,Regular,1,3.92,Evening,Economy,62,233.21310275336955,0.925,1.5714285714285714,338.99190293079073,45.357142857142854
30,11,Rural,Gold,93,3.56,Night,Premium,155,701.141472496938,0.75,1.0,560.9131779975504,-20.000000000000004
64,22,Urban,Regular,26,4.24,Evening,Premium,115,388.72966746525947,1.6,1.7272727272727273,1074.3074446312626,176.36363636363637
40,23,Urban,Silver,6,3.96,Night,Economy,178,528.60807288888,1.0,1.6521739130434783,873.352468251193,65.21739130434784
28,18,Urban,Gold,100,3.62,Afternoon,Premium,92,382.03843862699455,0.7,2.111111111111111,645.2204741255908,68.8888888888889
85,19,Rural,Gold,17,3.69,Morning,Economy,164,587.331264277609,1.0493827160493827,2.0,1232.6705546567102,109.87654320987654
92,77,Urban,Gold,100,4.26,Night,Economy,47,167.7398193291184,1.1358024691358024,0.4935064935064935,152.41544077312489,-9.135802469135793
93,56,Suburban,Regular,56,4.65,Evening,Premium,86,304.8360144837103,1.1481481481481481,0.6785714285714286,279.9975244146672,-8.148148148148152
36,25,Rural,Regular,26,3.57,Afternoon,Economy,122,354.1540979676975,0.9,1.52,484.48280601981025,36.80000000000002
94,50,Suburban,Regular,88,4.95,Night,Premium,49,250.4603273046531,1.1604938271604939,0.76,232.52613102851748,-7.160493827160481
27,8,Rural,Gold,48,4.18,Afternoon,Economy,167,495.2197782062817,0.675,1.375,544.7417560269099,10.000000000000005
86,41,Rural,Regular,96,4.5,Morning,Premium,68,301.5483736351267,1.0617283950617284,0.926829268292683,296.73594852140747,-1.595904847937362
22,11,Rural,Regular,39,4.63,Evening,Economy,101,433.03454356764814,0.55,1.0,346.42763485411854,-19.999999999999996
95,56,Rural,Silver,86,3.79,Morning,Premium,147,671.4712089285143,1.1728395061728396,0.6785714285714286,630.0223688711988,-6.172839506172822
99,89,Urban,Silver,63,4.84,Afternoon,Economy,16,49.71329085631081,1.2222222222222223,0.42696629213483145,48.60855105950391,-2.222222222222215
22,8,Rural,Regular,4,4.84,Morning,Economy,122,408.129769999122,0.55,1.375,448.9427469990342,10.000000000000005
100,85,Suburban,Silver,59,4.46,Evening,Economy,110,329.4837131421355,1.2345679012345678,0.4470588235294118,325.4160129798869,-1.2345679012345803
61,38,Rural,Silver,100,4.34,Evening,Premium,78,383.3178042225475,1.525,1.0,584.559651439385,52.5
33,18,Suburban,Gold,7,4.01,Night,Economy,105,313.06815696851334,0.825,2.111111111111111,545.2603733868274,74.16666666666666
39,22,Rural,Gold,63,3.87,Evening,Premium,170,706.6896358975697,0.975,1.7272727272727273,1190.1295913638617,68.4090909090909
37,5,Urban,Silver,75,3.88,Evening,Premium,26,142.6153122038585,0.925,2.2,290.2221603348521,103.50000000000004
95,53,Suburban,Silver,6,4.01,Afternoon,Premium,158,708.8224028092762,1.1728395061728396,0.7169811320754716,665.0679335000618,-6.172839506172815
28,6,Suburban,Gold,54,4.03,Afternoon,Premium,168,593.065918046481,0.7,1.8333333333333333,869.8300131348389,46.66666666666668
66,17,Urban,Gold,84,4.47,Night,Economy,139,604.3834014812801,1.65,2.235294117647059,2229.108192522133,268.8235294117647
60,11,Suburban,Gold,18,4.29,Evening,Economy,26,100.2582627032478,1.5,1.0,150.3873940548717,50.0
94,34,Suburban,Gold,99,4.54,Afternoon,Premium,155,685.7612504810801,1.1604938271604939,1.1176470588235294,889.4477802172905,29.702251270878726
63,12,Urban,Silver,54,4.47,Evening,Premium,140,446.41301231617626,1.575,3.1666666666666665,2226.484898926929,398.75
38,8,Suburban,Silver,59,4.44,Night,Premium,75,291.107936848218,0.95,1.375,380.25974250798475,30.624999999999996
35,21,Suburban,Silver,13,4.14,Morning,Premium,36,193.64239387562827,0.875,1.8095238095238095,306.60045696974476,58.33333333333333
83,64,Suburban,Gold,78,4.01,Evening,Economy,109,304.52612995371493,1.0246913580246915,0.59375,249.63623492502066,-18.024691358024683
62,14,Rural,Silver,33,4.23,Morning,Premium,85,386.834933294766,1.55,2.7142857142857144,1627.4698265044085,320.7142857142857
88,48,Urban,Gold,52,4.52,Night,Economy,92,230.83258579661484,1.0864197530864197,0.7916666666666666,200.6248646923665,-13.086419753086414
68,11,Rural,Silver,89,3.66,Evening,Economy,93,333.9106726820272,1.7,1.0,567.6481435594462,69.99999999999999
84,64,Urban,Regular,34,4.13,Evening,Premium,99,353.8098038704909,1.037037037037037,0.59375,293.53109654440726,-17.037037037037038
40,10,Urban,Regular,60,3.87,Night,Premium,79,293.19813425701705,1.0,1.1,322.5179476827188,10.000000000000012
93,20,Urban,Regular,38,4.78,Afternoon,Premium,144,447.083068843808,1.1481481481481481,1.9,975.3034353666775,118.14814814814814
57,44,Urban,Gold,78,3.53,Evening,Economy,153,584.888884974888,1.425,0.8636363636363636,719.8121163952316,23.068181818181827
67,16,Suburban,Gold,24,4.52,Evening,Premium,150,488.1872511532145,1.675,2.375,1942.0699084938815,297.81250000000006
68,16,Urban,Silver,91,4.49,Night,Economy,77,246.7577555097292,1.7,2.375,996.2844378705316,303.74999999999994
38,22,Urban,Gold,60,3.6,Morning,Premium,104,312.1731588463509,0.95,1.7272727272727273,512.2477742887849,64.0909090909091
